City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tevriz,57.509,72.4042,-1.98,99,7,2.95,RU,1733686302
364,prince albert,53.2001,-105.7677,33.75,86,100,11.5,CA,1733686197
365,keffi,8.8486,7.8736,79.03,25,2,0.83,NG,1733686304
366,balkh,36.75,67.0,32.94,65,0,3.27,AF,1733686305
367,tambacounda,13.7539,-13.7586,84.25,51,0,4.61,SN,1733686306
368,merritt,50.1123,-120.7942,35.33,87,100,2.24,CA,1733686280
369,turuntayevo,52.2,107.6167,10.8,98,100,0.69,RU,1733686309
370,loushanguan,28.1375,106.82,34.88,81,100,3.51,CN,1733686310
371,osorio,-29.8867,-50.2697,63.03,64,99,3.6,BR,1733686311
372,west odessa,31.8424,-102.4988,66.85,32,0,23.02,US,1733686312
373,akjoujt,19.6969,-14.4164,75.0,7,99,7.81,MR,1733686313
374,saint david's,12.0333,-61.6667,85.44,70,75,13.8,GD,1733686315
375,bovalino,38.149,16.174,51.3,66,90,4.92,IT,1733686316
376,necochea,-38.5473,-58.7368,62.2,46,56,13.0,AR,1733686120
377,sao vicente,-23.9631,-46.3919,76.95,35,75,5.75,BR,1733686319
378,weyburn,49.6668,-103.8511,35.82,87,100,9.22,CA,1733686320
379,nouna,12.7333,-3.8667,77.13,18,90,8.16,BF,1733686321
380,kolasib,24.2333,92.7,48.72,81,6,2.51,IN,1733686322
381,nikfer,37.4054,29.1373,46.17,90,100,6.13,TR,1733686323
382,antsiranana,-12.2787,49.2917,77.11,83,39,8.21,MG,1733686324
383,tsiombe,-25.3,45.4833,74.79,81,76,12.12,MG,1733686327
384,vangaindrano,-23.35,47.6,75.09,87,57,1.92,MG,1733686328
385,bubaque,11.2833,-15.8333,80.6,58,100,10.13,GW,1733686329
386,sitka,57.0531,-135.33,39.09,87,75,4.61,US,1733686330
387,conception bay south,47.4999,-52.9981,30.74,72,57,5.3,CA,1733686205
388,limbe,4.0242,9.2149,81.81,69,100,10.45,CM,1733686332
389,gao,16.6362,1.637,66.6,13,100,11.88,ML,1733686333
390,sevlievo,43.0258,25.1136,39.0,93,29,2.89,BG,1733686334
391,belalcazar,2.6547,-75.9928,62.33,97,99,3.76,CO,1733686335
392,alofi,-19.0595,-169.9187,80.49,83,100,12.66,NU,1733686337
393,safotu,-13.4513,-172.4018,80.04,86,100,14.76,WS,1733686338
394,boma,11.7117,4.2472,73.98,23,27,8.95,NG,1733686339
395,damghan,36.1683,54.348,38.07,64,100,7.96,IR,1733686340
396,dili,-8.5586,125.5736,80.65,83,100,3.15,TL,1733686341
397,paradip garh,20.3167,86.6167,70.79,80,66,3.06,IN,1733686342
398,balkanabat,39.5108,54.3671,37.53,51,100,23.38,TM,1733686344
399,baiao,-2.7906,-49.6717,85.53,56,99,2.77,BR,1733686345
400,pursat,12.3333,103.6667,68.99,90,0,0.76,KH,1733686347
401,ponta delgada,37.7333,-25.6667,65.19,72,40,12.66,PT,1733686348
402,caleta de carquin,-11.0925,-77.6267,71.73,78,99,12.28,PE,1733686349
403,naxos,37.1056,25.3764,66.31,40,5,10.0,GR,1733686350
404,sao tome,0.3365,6.7273,80.04,80,100,7.85,ST,1733686351
405,lorengau,-2.0226,147.2712,81.48,78,100,3.91,PG,1733686353
406,rocha,-34.4833,-54.3333,60.15,48,0,11.3,UY,1733686354
407,lowell,42.6334,-71.3162,47.66,57,100,13.8,US,1733686271
408,takoradi,4.8845,-1.7554,80.76,81,7,6.53,GH,1733686356
409,okhotsk,59.3833,143.3,5.58,77,94,18.32,RU,1733686357
410,kavieng,-2.5744,150.7967,80.96,80,96,11.59,PG,1733686358
411,xunchang,28.4543,104.715,43.65,91,100,0.38,CN,1733686359
412,santa lucia,27.9117,-15.5407,61.92,68,20,13.8,ES,1733686360
413,saudarkrokur,65.7461,-19.6394,43.5,80,100,38.36,IS,1733686362
414,drayton valley,53.2168,-114.9854,31.86,91,100,12.5,CA,1733686363
415,pisco,-13.7,-76.2167,75.25,60,0,19.57,PE,1733686364
416,kamina,-8.7386,24.9906,63.59,96,32,0.72,CD,1733686365
417,kulhudhuffushi,6.6221,73.07,81.12,76,100,6.67,MV,1733686366
418,hastings,50.8552,0.5729,45.99,58,99,27.63,GB,1733686367
419,newnham,-41.3833,147.1333,45.55,93,96,9.22,AU,1733686369
420,kiunga,-6.1219,141.2906,74.61,100,100,1.21,PG,1733686370
421,bechar,31.6167,-2.2167,59.32,26,0,2.3,DZ,1733686371
422,dolisie,-4.1997,12.6739,72.7,96,100,1.68,CG,1733686372
423,erenhot,43.6475,111.9767,16.99,61,0,9.22,CN,1733686373
424,carnarvon,-24.8667,113.6333,71.83,84,14,18.3,AU,1733686374
425,sao jose da coroa grande,-8.8978,-35.1478,80.02,69,23,10.36,BR,1733686375
426,maputo,-25.9653,32.5892,80.28,83,40,13.8,MZ,1733686376
427,aktau,43.65,51.2,30.78,51,100,28.25,KZ,1733686378
428,neiafu,-18.65,-173.9833,81.28,89,75,9.22,TO,1733686379
429,rabo de peixe,37.8,-25.5833,63.99,99,40,12.66,PT,1733686380
430,puerto lempira,15.2667,-83.7667,68.14,100,40,3.44,HN,1733686381
431,kirakira,-10.4544,161.9205,81.75,82,94,4.36,SB,1733686382
432,buenos aires,-34.6132,-58.3772,71.49,42,1,11.01,AR,1733686299
433,geraldton,-28.7667,114.6,70.21,88,100,18.41,AU,1733686384
434,twin falls,42.3505,-114.6445,39.54,56,40,19.57,US,1733686385
435,porto franco,-6.3383,-47.3992,90.36,43,100,3.2,BR,1733686387
436,orsa,54.5153,30.4053,28.24,95,97,5.93,BY,1733686388
437,toktogul,41.8708,72.9402,25.3,72,74,2.59,KG,1733686389
438,bismarck,46.8083,-100.7837,49.06,58,0,18.41,US,1733686115
439,al qusayr,34.5091,36.5798,52.75,85,0,1.45,SY,1733686391
440,bahia honda,22.9036,-83.1592,79.83,52,31,13.0,CU,1733686393
441,merowe,18.4833,31.8167,75.29,20,38,12.73,SD,1733686395
442,antonio enes,-16.2325,39.9086,80.11,85,3,5.5,MZ,1733686397
443,waiuku,-37.25,174.75,67.66,89,100,8.1,NZ,1733686398
444,krutinka,56.0055,71.5113,-4.77,99,30,5.28,RU,1733686399
445,walvis bay,-22.9575,14.5053,65.35,77,10,5.75,NA,1733686400
446,brigantine,39.4101,-74.3646,54.14,49,0,11.5,US,1733686401
447,gebeit,21.0667,36.3167,67.95,76,99,7.45,SD,1733686403
448,santa isabel,-23.3156,-46.2214,81.7,93,100,6.8,BR,1733686404
449,hirna,9.2167,41.1,56.01,51,6,2.51,ET,1733686405
450,taltal,-25.4,-70.4833,67.46,63,44,8.08,CL,1733686221
451,tumwater,47.0073,-122.9093,46.89,95,75,11.5,US,1733686407
452,huilong,31.8111,121.655,39.18,67,3,5.03,CN,1733686408
453,mount pearl,47.5166,-52.7813,30.15,71,75,6.91,CA,1733686409
454,harrisburg,40.2737,-76.8844,58.46,43,75,17.27,US,1733686188
455,marsh harbour,26.5412,-77.0636,70.75,62,7,11.32,BS,1733686412
456,sidrolandia,-20.9319,-54.9614,79.48,73,99,9.13,BR,1733686413
457,manhattan,40.7834,-73.9662,55.06,41,0,17.27,US,1733686383
458,lusaka,-15.4067,28.2871,68.25,88,0,12.66,ZM,1733686171
459,rabaul,-4.1967,152.1721,79.66,78,95,4.25,PG,1733686416
460,isla vista,34.4133,-119.861,66.56,57,100,4.61,US,1733686417
461,kenora,49.8167,-94.4337,23.97,93,100,11.5,CA,1733686418
462,pokhara,28.2333,83.9833,49.46,42,0,5.97,NP,1733686419
463,al jawf,29.5,38.75,58.5,37,0,7.4,SA,1733686421
464,koh kong,11.6175,102.9806,78.28,72,13,5.53,KH,1733686422
465,cuito,-12.3833,16.9333,58.96,90,100,1.77,AO,1733686423
466,mount gambier,-37.8333,140.7667,48.96,85,100,3.22,AU,1733686424
467,carbonear,47.7332,-53.2148,30.15,72,73,6.31,CA,1733686425
468,sretensk,52.2453,117.7093,3.87,99,100,2.01,RU,1733686426
469,midelt,32.6852,-4.7451,51.67,35,14,12.77,MA,1733686427
470,constitucion,-35.3333,-72.4167,62.4,62,82,17.02,CL,1733686428
471,loukhi,66.0764,33.0381,27.19,91,100,8.68,RU,1733686430
472,quang ngai,15.1167,108.8,70.9,95,100,4.59,VN,1733686431
473,kingaroy,-26.5333,151.8333,71.58,84,60,2.35,AU,1733686432
474,nelson bay,-32.7167,152.15,70.09,95,100,8.99,AU,1733686433
475,gadzhiyevo,69.2551,33.3362,32.54,86,100,18.79,RU,1733686434
476,lawas,13.764,121.0566,77.65,88,95,5.99,PH,1733686435
477,dabrowa tarnowska,50.1746,20.9863,31.12,93,30,5.97,PL,1733686149
478,san fernando de apure,7.8878,-67.4724,94.48,35,37,7.54,VE,1733686437
479,santa rosa,14.3122,121.1114,81.95,91,95,16.17,PH,1733686289
480,coahuayana de hidalgo,18.7,-103.6583,85.93,60,100,6.11,MX,1733686440
481,ulsteinvik,62.3432,5.8487,42.75,81,13,4.0,NO,1733686441
482,kudahuvadhoo,2.6708,72.8944,80.94,72,32,4.7,MV,1733686442
483,saurimo,-9.6608,20.3916,64.94,95,71,1.86,AO,1733686443
484,loddekopinge,55.7667,13.0167,40.91,96,100,16.02,SE,1733686444
485,tangalle,6.024,80.7911,75.96,88,92,3.69,LK,1733686445
486,isangel,-19.55,169.2667,78.89,82,55,6.6,VU,1733686446
487,mafra,-26.1114,-49.8053,60.8,99,100,6.02,BR,1733686448
488,bel ombre,-4.6167,55.4167,78.64,89,75,3.44,SC,1733686449
489,sabang,5.8933,95.3214,82.45,71,54,5.57,ID,1733686450
490,demba,-5.51,22.2667,68.63,97,100,3.13,CD,1733686453
491,kijang,35.2442,129.2139,31.73,50,3,4.36,KR,1733686454
492,caminauit,12.3314,121.0825,81.1,76,90,15.28,PH,1733686455
493,al bardiyah,31.7561,25.0865,61.14,64,1,13.73,LY,1733686456
494,seydi,39.4816,62.9137,27.66,49,0,12.71,TM,1733686458
495,bardai,11.65,7.2333,66.04,26,100,8.81,NG,1733686459
496,matthew town,20.95,-73.6667,78.87,71,69,18.77,BS,1733686460
497,palikir - national government center,6.9248,158.1611,77.74,94,40,3.44,FM,1733686461
498,port saint john's,-31.6229,29.5448,73.81,93,77,3.33,ZA,1733686462
499,portland,45.5234,-122.6762,47.62,93,100,4.0,US,1733686406
500,arkhangel'sk,64.5401,40.5433,23.11,100,100,4.47,RU,1733686464
501,kollam,8.8833,76.6,79.14,81,84,5.28,IN,1733686465
502,kyabram,-36.3167,145.05,53.44,74,100,7.47,AU,1733686467
503,grenville,12.1167,-61.6167,86.05,76,2,16.55,GD,1733686468
504,ormara,25.2088,64.6357,67.93,31,3,28.1,PK,1733686469
505,chudovo,59.1167,31.6833,25.03,91,23,2.57,RU,1733686470
506,sabha,27.0377,14.4283,56.46,29,35,6.26,LY,1733686471
507,el matama,16.7095,33.3565,80.78,22,10,11.39,SD,1733686472
508,baiti,13.745,-14.7482,82.04,18,100,7.52,SN,1733686473
509,eyl,7.9803,49.8164,77.76,66,8,20.94,SO,1733686474
510,livingstonia,-10.606,34.1063,65.7,87,81,3.27,MW,1733686475
511,biltine,14.5333,20.9167,78.71,21,55,8.66,TD,1733686477
512,nema,57.5067,50.5011,21.96,91,100,11.59,RU,1733686478
513,imbituba,-28.24,-48.6703,62.58,92,100,6.62,BR,1733686479
514,kuala belait,4.5833,114.1833,79.48,86,100,3.38,BN,1733686480
515,hilo,19.7297,-155.09,80.11,70,0,3.44,US,1733686481
516,shiqian,27.5225,108.2281,39.22,79,100,1.57,CN,1733686482
517,san antonio de pale,-1.4014,5.6325,79.77,84,100,17.72,GQ,1733686483
518,willowmore,-33.2926,23.4895,65.75,69,0,9.91,ZA,1733686484
519,al burayqah,30.4062,19.5739,65.48,44,7,12.48,LY,1733686485
520,diok'nisi,41.6293,42.3917,36.93,95,93,3.2,GE,1733686487
521,fort mcmurray,56.7268,-111.381,18.99,86,100,11.5,CA,1733686489
522,khamis mushait,18.3064,42.7292,57.81,18,0,0.0,SA,1733686490
523,kolondieba,11.0882,-6.8926,76.93,21,97,5.3,ML,1733686491
524,andrews farm,-34.6775,138.6637,62.49,66,97,8.01,AU,1733686493
525,boca do acre,-8.7522,-67.3978,76.21,95,97,4.14,BR,1733686494
526,san matias,-16.3667,-58.4,86.5,63,100,4.16,BO,1733686495
527,sao joaquim,-28.2939,-49.9317,52.23,96,100,3.6,BR,1733686496
528,severo-yeniseyskiy,60.3725,93.0408,-14.71,100,99,3.85,RU,1733686497
529,bu'aale,1.0833,42.5833,79.25,79,56,7.65,SO,1733686499
530,jinka,5.65,36.65,66.92,41,12,3.02,ET,1733686501
531,makhambet,47.6667,51.5833,27.14,69,83,14.92,KZ,1733686502
532,namtsy,62.7161,129.6658,-18.0,100,100,2.28,RU,1733686503
533,bratske,47.865,31.5731,39.88,88,99,14.27,UA,1733686504
534,georgiyevka,43.0369,74.7114,10.44,85,100,0.0,KZ,1733686505
535,mar del plata,-38.0023,-57.5575,61.52,61,0,11.5,AR,1733686290
536,yarkovo,57.4028,67.0786,9.75,95,37,6.8,RU,1733686508
537,kourou,5.1552,-52.6478,80.53,76,20,7.05,GF,1733686509
538,callao,-12.0667,-77.15,73.69,64,0,14.97,PE,1733686510
539,rimus,16.8764,120.3966,79.02,80,100,2.13,PH,1733686511
540,enewetak,11.3474,162.3373,81.97,78,97,19.06,MH,1733686512
541,chinde,26.8212,87.7095,57.49,69,0,6.08,NP,1733686513
542,powell river,49.8496,-124.5361,46.04,93,75,2.3,CA,1733686264
543,buala,-8.145,159.5921,82.29,79,67,3.56,SB,1733686515
544,haapavesi,64.1333,25.3667,30.52,92,95,8.01,FI,1733686516
545,byron bay,-28.65,153.6167,75.83,91,36,7.83,AU,1733686518
546,banff,51.1762,-115.5698,30.58,64,100,3.44,CA,1733686333
547,muntok,-2.0667,105.1833,80.64,83,96,16.17,ID,1733686520
548,humberto de campos,-2.5983,-43.4611,84.79,60,72,8.12,BR,1733686522
549,carrigaline,51.8117,-8.3986,45.61,75,20,16.11,IE,1733686523
550,obo,5.3998,26.4869,77.61,32,99,4.88,CF,1733686524
551,rio preto da eva,-2.6994,-59.6997,85.28,62,100,4.7,BR,1733686526
552,hadibu,12.65,54.0333,76.44,73,54,15.79,YE,1733686527
553,horsham,51.064,-0.3272,46.51,83,75,17.27,GB,1733686528
554,kish,26.5578,54.0194,71.87,46,0,4.61,IR,1733686529
555,bontang,0.1333,117.5,77.43,85,94,3.22,ID,1733686530
556,merlo,-32.3429,-65.014,63.61,67,100,9.75,AR,1733686248
557,kotido,2.9806,34.1331,75.16,40,8,6.44,UG,1733686532
558,khandyga,62.6667,135.6,-25.67,100,100,1.79,RU,1733686533
559,ujae,8.9322,165.7642,82.92,79,35,22.62,MH,1733686535
560,esmeraldas,-19.7625,-44.3139,84.22,56,63,2.89,BR,1733686536
561,baiyin,36.5583,104.2081,24.04,51,100,1.21,CN,1733686537
